Gene1	Gene2
RIM15	YNR048W
RIM15	YOL014W
RIM15	YOL019W
RIM15	YOL053C-A
RIM15	YOL079W
RIM15	YOL107W
RIM15	YOL114C
RIM15	YOL159C
RIM15	YOR008C-A
RIM15	YOR021C
RIM15	YOR082C
RIM15	YOR114W
RIM15	YOR248W
RIM15	YOR285W
RIM15	YOR289W
RIM15	YOR378W
RIM15	YOR390W
RIM15	YPL062W
RIM15	YPL109C
RIM15	YPL168W
RIM15	YPL191C
RIM15	YPL199C
RIM15	YPL264C
RIM15	YPR011C
RIM15	YPR063C
RIM15	YPR078C
RIM15	YPR098C
RIM15	YPT31
RIM15	YRA2
RIM15	YRB30
RIM15	YSP1
RIM15	YSP3
RIM15	YSR3
RIM15	YTA7
RIM15	YUH1
RIM15	ZRC1
RIM15	ZRG17
RIM15	apc5-CA
RIM15	arp2-14
RIM15	cdc10-4
RIM15	cdc11-2
RIM15	cdc11-5
RIM15	cdc12-1
RIM15	cdc19-1
RIM15	cdc2-2
RIM15	cdc27-1
RIM15	cdc37-1
RIM15	cdc45-27
RIM15	cmd1-8
RIM15	cog3-1
RIM15	duo1-2
RIM15	erg8-1
RIM15	med8-51
RIM15	mge1-100
RIM15	pam18-1
RIM15	pgi1-2
RIM15	pkc1-ts
RIM15	prp18-ts
RIM15	prp22-1
RIM15	prp28-101
RIM15	prp6-1
RIM15	rsc4-2
RIM15	sds22-5
RIM15	sec10-2
RIM15	sec15-1
RIM15	sec9-4
RIM15	sfh1-1
RIM15	slu7-ts1
RIM15	snu114-60
RIM15	spc24-1
RIM15	srb4-2
RIM15	srm1-ts
RIM15	ssc1-2
RIM15	ssl1-T242I
RIM15	ssu72-2
RIM15	taf5-15
RIM15	taf6-ts
RIM15	tcp1-2
RIM15	wbp1-2
RIM15	ycs4-1
RIM15	yrb1-51
RIM20	RIM8
RIM20	RIM9
RIM20	RIT1
RIM20	RMA1
RIM20	RNR3
RIM20	RPC19_damp
RIM20	RPC53_damp
RIM20	RPL23A
RIM20	RPL24B
RIM20	RPL37A
RIM20	RPL37B
RIM20	RPL40B
RIM20	RPL8A
RIM20	RPP2B
RIM20	RPS0B
RIM20	RPS11B
RIM20	RPS16A
RIM20	RPS17B
RIM20	RPS19B
RIM20	RPS1B
RIM20	RPS21B
RIM20	RPS23B
RIM20	RPS24B
RIM20	RPS29A
RIM20	RPS29B
RIM20	RPS30A
RIM20	RPT2_damp
RIM20	RRP8
RIM20	RTC3
RIM20	RTF1
RIM20	RTG2
RIM20	RTT107
RIM20	RTT109
RIM20	SAK1
RIM20	SAP190
RIM20	SAS2
RIM20	SAW1
RIM20	SBH2
RIM20	SCS7
RIM20	SDS3
RIM20	SEC22
RIM20	SEC3
RIM20	SEC66
RIM20	SER2
RIM20	SFA1
RIM20	SGF73
RIM20	SGT2
RIM20	SHR3_damp
RIM20	SIP1
RIM20	SKI7
RIM20	SKY1
RIM20	SLX4
RIM20	SMM1
RIM20	SMT3_damp
RIM20	SNF1
RIM20	SNF4
RIM20	SNF6
RIM20	SNF8
RIM20	SNG1
RIM20	SNT1
RIM20	SOH1
RIM20	SPF1
RIM20	SRY1
RIM20	SSP1
RIM20	SST2
RIM20	STB1
RIM20	STL1
RIM20	STP1
RIM20	STP2
RIM20	STP22
RIM20	SWC7
RIM20	SWI3
RIM20	SWI4
RIM20	SWI6
RIM20	SWP82
RIM20	SYG1
RIM20	TAL1
RIM20	TDH3
RIM20	TIP41
RIM20	TMA17
RIM20	TMA20
RIM20	TOF2
RIM20	TOP1
RIM20	TPA1
RIM20	TPK1
RIM20	TPS2
RIM20	TRM1
RIM20	TRM2
RIM20	TSA2
RIM20	UBR1
RIM20	UME6
RIM20	UPS1
RIM20	URE2
RIM20	URM1
RIM20	UTR4
RIM20	VAM3
RIM20	VHS2
RIM20	VID24
RIM20	VID28
RIM20	VPS13
RIM20	VPS20
RIM20	VPS25
RIM20	VPS36
RIM20	VPS63
RIM20	VPS72
RIM20	VPS74
RIM20	WHI2
RIM20	YAP5
RIM20	YBR141C
RIM20	YBR174C
RIM20	YCK1
RIM20	YDJ1
RIM20	YDL133W
RIM20	YDR095C
RIM20	YDR157W
RIM20	YDR340W
RIM20	YEL047C
RIM20	YET2
RIM20	YFH1_damp
RIM20	YFR017C
RIM20	YGL114W
RIM20	YGL218W
RIM20	YGR079W
RIM20	YGR228W
RIM20	YHR020W_damp
RIM20	YIH1
RIM20	YIL032C
RIM20	YJR107W
RIM20	YKL033W-A
RIM20	YKL070W
RIM20	YKL071W
RIM20	YKL123W
RIM20	YKL136W
RIM20	YKL200C
RIM20	YKR023W
RIM20	YKR047W
RIM20	YLR049C
RIM20	YLR050C
RIM20	YLR218C
RIM20	YLR444C
RIM20	YML053C
RIM20	YMR194C-A
RIM20	YOL046C
RIM20	YOL073C
RIM20	YOR105W
RIM20	YPR045C
RIM20	YPR097W
RIM20	YPT6
RIM20	YSC84
RIM20	YUH1
RIM20	ame1-4
RIM20	cdc10-4
RIM20	cdc14-2
RIM20	cdc3-3
RIM20	cdc48-3
RIM20	cdc7-4
RIM20	ceg1-ts
RIM20	cog3-1
RIM20	cop1-1
RIM20	dcp2-7
RIM20	erg8-1
RIM20	gpi1-1
RIM20	gpi8-ts
RIM20	lst8-15
RIM20	mak21-1
RIM20	mcd1-73
RIM20	mcm10-1
RIM20	med8-51
RIM20	mps1-417
RIM20	nop2-3
RIM20	nug1-2
RIM20	nup57-E17
RIM20	pkc1-ts
RIM20	pol12-ts
RIM20	prp16-ts
RIM20	prp18-ts
RIM20	prp28-101
RIM20	prp4-1
RIM20	prp4-ts
RIM20	prp6-1
RIM20	pse1-41
RIM20	psf1-1
RIM20	ret2-1
RIM20	rna1-S116F
RIM20	rpo31-698
RIM20	rpt3-1
RIM20	rsp5-3
RIM20	scc2-4
RIM20	sec12-4
RIM20	sec22-3
RIM20	sec27-1
RIM20	slu7-ts1
RIM20	smc1-259
RIM20	smc3-1
RIM20	smc3-42
RIM20	smc6-9
RIM20	snu114-60
RIM20	srb4-2
RIM20	ssu72-2
RIM20	tor2-21
RIM20	tsc11-1
RIM20	ufd1-2
RIM20	use1-ts
RIM20	uso1-1
RIM20	ycs4-1
RIM20	yhc1-8
RIM4	RPT2_damp
RIM4	RRI1
RIM4	SCS7
RIM4	SEC3
RIM4	SGF73
RIM4	SHM2
RIM4	SPF1
RIM4	SSF2
RIM4	SVL3
RIM4	TOP1
RIM4	TOR1
RIM4	UBC8
RIM4	URE2
RIM4	VAC14
RIM4	YGR021W
RIM4	cog3-1
RIM4	erg8-1
RIM4	med7-163
RIM4	mtw1-ts
RIM4	sfh1-1
RIM8	RIM9
RIM8	RIP1
RIM8	RML2
RIM8	RNQ1
RIM8	RNR3
RIM8	RPA14
RIM8	RPL13A
RIM8	RPL23A
RIM8	RPL35A
RIM8	RPL37A
RIM8	RPL40B
RIM8	RPL8A
RIM8	RPP1A
RIM8	RPS14B
RIM8	RPS22B
RIM8	RPS24A
RIM8	RPS29A
RIM8	RPS30A
RIM8	RPS4B
RIM8	RPS6B
RIM8	RRD2
RIM8	RRP8
RIM8	RSN1
RIM8	RTC3
RIM8	RUD3
RIM8	SAP30
RIM8	SAS4
RIM8	SBH2
RIM8	SCJ1
RIM8	SCS7
RIM8	SDH1
RIM8	SDS3
RIM8	SEC22
RIM8	SEC66
RIM8	SET6
RIM8	SFT2
RIM8	SGS1
RIM8	SHE1
RIM8	SHO1
RIM8	SHP1
RIM8	SIA1
RIM8	SIC1
RIM8	SIN4
RIM8	SIS2
RIM8	SKI3
RIM8	SKI7
RIM8	SKT5
RIM8	SLX5
RIM8	SML1
RIM8	SNA3
RIM8	SNF1
RIM8	SNF11
RIM8	SNF5
RIM8	SNF6
RIM8	SOD2
RIM8	SOK1
RIM8	SOP4
RIM8	SPC2
RIM8	SPF1
RIM8	SRL3
RIM8	SRP101_damp
RIM8	SSF1
RIM8	STP2
RIM8	STP22
RIM8	SUE1
RIM8	SUR1
RIM8	SWI3
RIM8	SWI4
RIM8	SWI6
RIM8	SWM1
RIM8	SWP82
RIM8	SWT21
RIM8	SYG1
RIM8	SYM1
RIM8	TCM62
RIM8	TDH3
RIM8	TEC1
RIM8	TGS1
RIM8	TIF5_damp
RIM8	TIR4
RIM8	TMA17
RIM8	TMA46
RIM8	TMS1
RIM8	TOP1
RIM8	TPM2
RIM8	TRE1
RIM8	TRM2
RIM8	TRM8
RIM8	TRX3
RIM8	TSA2
RIM8	TSC13_damp
RIM8	TSR3
RIM8	UBA4
RIM8	UBC4
RIM8	UBC7
RIM8	UBP1
RIM8	UBP14
RIM8	UBP6
RIM8	UBP7
RIM8	UBX3
RIM8	UME6
RIM8	URN1
RIM8	UTR4
RIM8	VAC14
RIM8	VBA3
RIM8	VID24
RIM8	VPS20
RIM8	VPS21
RIM8	VPS25
RIM8	VPS28
RIM8	VPS36
RIM8	VPS4
RIM8	VPS63
RIM8	WSS1
RIM8	YAR1
RIM8	YBL083C
RIM8	YBR062C
RIM8	YCL033C
RIM8	YCR022C
RIM8	YCR076C
RIM8	YDJ1
RIM8	YDL025C
RIM8	YDL050C
RIM8	YDR157W
RIM8	YDR274C
RIM8	YEA6
RIM8	YEL020C
RIM8	YER137C
RIM8	YFL040W
RIM8	YGR237C
RIM8	YHL039W
RIM8	YHR045W
RIM8	YHR140W
RIM8	YIL083C_damp
RIM8	YIL100W
RIM8	YJL022W
RIM8	YJL045W
RIM8	YJL206C
RIM8	YJR003C
RIM8	YJR120W
RIM8	YKL027W
RIM8	YKL070W
RIM8	YKU70
RIM8	YLH47
RIM8	YLR218C
RIM8	YLR224W
RIM8	YLR334C
RIM8	YLR444C
RIM8	YMR258C
RIM8	YMR304C-A
RIM8	YND1
RIM8	YNL046W
RIM8	YNR071C
RIM8	YOL048C
RIM8	YOL053C-A
RIM8	YOL057W
RIM8	YOR131C
RIM8	YPL039W
RIM8	YPL066W
RIM8	YPL080C
RIM8	YPL109C
RIM8	YPL141C
RIM8	YPT10
RIM8	YPT6
RIM8	YRA2
RIM8	YSC83
RIM8	YTA6
RIM8	YUR1
RIM8	ZRG8
RIM8	act1-120
RIM8	cdc10-4
RIM8	cdc3-3
RIM8	cdc48-2
RIM8	cdc7-4
RIM8	cog3-1
RIM8	cop1-1
RIM8	dcp2-7
RIM8	gab1-1
RIM8	gpi8-ts
RIM8	gwt1-20
RIM8	lcb1-5
RIM8	lst8-15
RIM8	med8-51
RIM8	pol12-ts
RIM8	prp16-ts
RIM8	prp28-101
RIM8	ret2-1
RIM8	rna1-S116F
RIM8	sec11-2
RIM8	sec22-3
RIM8	smc3-42
RIM8	tfa2-45
RIM8	tsc11-1
RIM8	uso1-1
RIM8	wbp1-2
RIM8	yhc1-8
RIM9	RLP7_damp
RIM9	RNH70
RIM9	RNR3
RIM9	RPL35A
RIM9	RPN4
RIM9	RPS24B
RIM9	RPS28B
RIM9	RPS6A
RIM9	RPT2_damp
RIM9	RTN2
RIM9	RTT103
RIM9	SAC1
RIM9	SAS5
RIM9	SCD6
RIM9	SCO2
RIM9	SCS7
RIM9	SDH4
RIM9	SDS3
RIM9	SEC28
RIM9	SEC66
RIM9	SFB2
RIM9	SHP1
RIM9	SHR3_damp
RIM9	SHR5
RIM9	SIC1
RIM9	SIP3
RIM9	SIW14
RIM9	SKI3
RIM9	SKI7
RIM9	SKS1
RIM9	SLH1
RIM9	SLX4
RIM9	SMM1
RIM9	SNF1
RIM9	SNF11
RIM9	SNF6
RIM9	SNG1
RIM9	SNT1
RIM9	SNT309
RIM9	SNX4
RIM9	SOK1
RIM9	SOL1
RIM9	SOL2
RIM9	SPO13
RIM9	SPP1
RIM9	SPT3
RIM9	SRP101_damp
RIM9	STB1
RIM9	STP1
RIM9	STP2
RIM9	STP22
RIM9	SUE1
RIM9	SUL1
RIM9	SUR1
RIM9	SVL3
RIM9	SWI3
RIM9	SWI4
RIM9	SWM1
RIM9	SWP82
RIM9	SYC1
RIM9	SYH1
RIM9	TEP1
RIM9	TIP41
RIM9	TMA46
RIM9	TMT1
RIM9	TOD6
RIM9	TOF2
RIM9	TOR1
RIM9	TPS2
RIM9	TRM1
RIM9	TSA2
RIM9	TYE7
RIM9	UBC13
RIM9	UBI4
RIM9	UBP6
RIM9	UBR1
RIM9	UME6
RIM9	URA7
RIM9	URE2
RIM9	URM1
RIM9	VAM3
RIM9	VHS2
RIM9	VHS3
RIM9	VID24
RIM9	VPS21
RIM9	VPS24
RIM9	VPS25
RIM9	VPS28
RIM9	VPS4
RIM9	VPS55
RIM9	VPS68
RIM9	VTS1
RIM9	YAP3
RIM9	YAR1
RIM9	YBL029W
RIM9	YBL104C
RIM9	YBR238C
RIM9	YDJ1
RIM9	YDL233W
RIM9	YDL241W
RIM9	YDR124W
RIM9	YDR133C
RIM9	YDR186C
RIM9	YDR509W
RIM9	YER087C-A
RIM9	YER108C
RIM9	YER128W
RIM9	YFH1_damp
RIM9	YFL052W
RIM9	YFT2
RIM9	YGR122W
RIM9	YGR228W
RIM9	YHR022C
RIM9	YHR049C-A
RIM9	YIL032C
RIM9	YIL054W
RIM9	YIR020W-B
RIM9	YJL045W
RIM9	YJL070C
RIM9	YKR018C
RIM9	YKR051W
RIM9	YLR049C
RIM9	YLR050C
RIM9	YLR218C
RIM9	YLR224W
RIM9	YLR253W
RIM9	YLR311C
RIM9	YLR334C
RIM9	YMC2
RIM9	YMR315W
RIM9	YNL155W
RIM9	YNR004W
RIM9	YNR063W
RIM9	YOL057W
RIM9	YOL159C
RIM9	YOR050C
RIM9	YOR131C
RIM9	YOR225W
RIM9	YOR248W
RIM9	YOR364W
RIM9	YPL035C
RIM9	YPL066W
RIM9	YPL080C
RIM9	YPL150W
RIM9	YPL162C
RIM9	YPL182C
RIM9	YPL247C
RIM9	YPL261C
RIM9	YPR003C
RIM9	YPR027C
RIM9	YPR097W
RIM9	YPR130C
RIM9	YPR153W
RIM9	YPT6
RIM9	ame1-4
RIM9	bos1-1
RIM9	cdc12-1
RIM9	cdc26-1
RIM9	cdc3-3
RIM9	cog3-1
RIM9	lcb1-5
RIM9	myo2-16
RIM9	nop2-9
RIM9	prp18-ts
RIM9	prp31-1
RIM9	rna15-58
RIM9	rsp5-3
RIM9	sec27-1
RIM9	sly1-ts
RIM9	srb4-2
RIM9	stu1-12
RIM9	taf5-15
RIM9	taf5-3
RIM9	ufd1-2
RIM9	uso1-1
RIM9	ycs4-1
RIM9	yhc1-3
RIM9	yhc1-8
RIP1	RPL21B
RIP1	RPL43B
RIP1	RPL6B
RIP1	RPP2B
RIP1	RPS28A
RIP1	RPS7B
RIP1	RPS8A
RIP1	RRD2
RIP1	RSB1
RIP1	RSF1
RIP1	RTT101
RIP1	RVS167
RIP1	SAC7
RIP1	SAS4
RIP1	SCM4
RIP1	SCO2
RIP1	SDS23
RIP1	SEC28
RIP1	SED1
RIP1	SEF1
RIP1	SGE1
RIP1	SHE3
RIP1	SLF1
RIP1	SLM3
RIP1	SLM6
RIP1	SLX1
RIP1	SLX5
RIP1	SMF1
RIP1	SMI1
RIP1	SNF11
RIP1	SNF3
RIP1	SNF5
RIP1	SPO1
RIP1	SPO74
RIP1	SPS22
RIP1	SRL1
RIP1	SRO7
RIP1	SRS2
RIP1	SSD1
RIP1	SSF1
RIP1	STB5
RIP1	STL1
RIP1	SVF1
RIP1	SVP26
RIP1	SWS2
RIP1	TAT2
RIP1	TGL5
RIP1	THI4
RIP1	TMN2
RIP1	TPS1
RIP1	UBA3
RIP1	UBP12
RIP1	UBP7
RIP1	UFD2
RIP1	ULS1
RIP1	URA2
RIP1	URN1
RIP1	VAM3
RIP1	VEL1
RIP1	VPS5
RIP1	VTC4
RIP1	YAL004W
RIP1	YAR029W
RIP1	YBL028C
RIP1	YBL055C
RIP1	YBL083C
RIP1	YBR032W
RIP1	YBR064W
RIP1	YBR134W
RIP1	YBR141C
RIP1	YBR184W
RIP1	YBR220C
RIP1	YCL001W-A
RIP1	YCL076W
RIP1	YCR016W
RIP1	YCR061W
RIP1	YCR085W
RIP1	YCR102C
RIP1	YDL172C
RIP1	YDL241W
RIP1	YDR154C
RIP1	YDR179W-A
RIP1	YDR203W
RIP1	YDR209C
RIP1	YDR222W
RIP1	YDR250C
RIP1	YDR306C
RIP1	YDR444W
RIP1	YFR016C
RIP1	YFR017C
RIP1	YFR039C
RIP1	YFR054C
RIP1	YFR057W
RIP1	YGL024W
RIP1	YGL177W
RIP1	YGL218W
RIP1	YGL235W
RIP1	YGR016W
RIP1	YGR021W
RIP1	YGR051C
RIP1	YGR066C
RIP1	YGR122W
RIP1	YGR125W
RIP1	YGR126W
RIP1	YGR139W
RIP1	YGR205W
RIP1	YHR095W
RIP1	YJL067W
RIP1	YJL107C
RIP1	YJL120W
RIP1	YJL147C
RIP1	YJL171C
RIP1	YJR079W
RIP1	YLF2
RIP1	YML002W
RIP1	YML012C-A
RIP1	YML048W-A
RIP1	YMR031C
RIP1	YMR074C
RIP1	YMR086C-A
RIP1	YMR166C
RIP1	YMR172C-A
RIP1	YNL109W
RIP1	YOL019W
RIP1	YOL036W
RIP1	YOL037C
RIP1	YOL046C
RIP1	YOL050C
RIP1	YOL073C
RIP1	YOL085C
RIP1	YOR051C
RIP1	YPK9
RIP1	YPL067C
RIP1	YPL114W
RIP1	YPL150W
RIP1	YPL191C
RIP1	YPL261C
RIP1	YPR014C
RIP1	YPR050C
RIP1	YPR071W
RIP1	YPR084W
RIP1	YPR1
RIP1	YPR114W
RIP1	YPR117W
RIP1	YPR174C
RIP1	YTA7
RIP1	ZRC1
RIT1	RMD1
RIT1	RPL1B
RIT1	RPL31B
RIT1	RPL8B
RIT1	RPN10
RIT1	RPS28B
RIT1	RPS29B
RIT1	RPS30A
RIT1	RPS4B
RIT1	RPS7B
RIT1	RPS8A
RIT1	RPS9A
RIT1	RSA3
RIT1	RSC2
RIT1	RTC6
RIT1	SAM1
RIT1	SCW11
RIT1	SEM1
RIT1	SGF29
RIT1	SLX1
RIT1	SMF3
RIT1	SMP1
RIT1	SNG1
RIT1	SNO1
RIT1	SNT1
RIT1	SPE2
RIT1	SPE3
RIT1	SPO11
RIT1	SPT21
RIT1	SPT3
RIT1	SRN2
RIT1	SSA3
RIT1	SSF1
RIT1	SSH1
RIT1	STE23
RIT1	SUE1
RIT1	SUL1
RIT1	TEF4
RIT1	TEP1
RIT1	TFP1
RIT1	TGL2
RIT1	TOR2_damp
RIT1	UBP14
RIT1	UBP6
RIT1	UBR1
RIT1	UPS2
RIT1	WHI2
RIT1	YAR029W
RIT1	YCR043C
RIT1	YDR042C
RIT1	YDR157W
RIT1	YDR348C
RIT1	YDR370C
RIT1	YGL046W
RIT1	YGL217C
RIT1	YGL235W
RIT1	YGR022C
RIT1	YGR122W
RIT1	YGR205W
RIT1	YHR020W_damp
RIT1	YIL054W
RIT1	YJL017W
RIT1	YJL070C
RIT1	YKR051W
RIT1	YLR042C
RIT1	YLR057W
RIT1	YLR173W
RIT1	YLR271W
RIT1	YLR326W
RIT1	YLR349W
RIT1	YLR400W
RIT1	YLR402W
RIT1	YNL086W
RIT1	YOR248W
RIT1	YPL039W
RIT1	YPL182C
RIT1	YPL191C
RIT1	YPR076W
RIT1	YPT6
RIT1	arp9-1
RIT1	esa1-L254P
RIT1	gpi1-1
RIT1	pkc1-4
RIT1	prp21-ts
RIT1	sds22-5
RIT1	use1-ts
RIT1	ycs4-1
RIT1	yhc1-3
RKM1	RPS27A
RKM1	RPS8A
RKM1	RTF1
RKM1	RVS167
RKM1	SDH1
RKM1	SGD1_damp
RKM1	SGN1
RKM1	SIC1
RKM1	SLX9
RKM1	SNZ1
RKM1	SOL4
RKM1	SRB2
RKM1	SSD1
RKM1	SSF2
RKM1	THR4
RKM1	TOM70
RKM1	TPA1
RKM1	UBC6
RKM1	UBP6
RKM1	UPS1
RKM1	VMA21
RKM1	VPS21
RKM1	YCR016W
RKM1	YDR514C
RKM1	YDR532C
RKM1	YFL040W
RKM1	YGL024W
RKM1	YGL036W
RKM1	YGR079W
RKM1	YHR020W_damp
RKM1	YIR016W
RKM1	YLR118C
RKM1	YML012C-A
RKM1	YMR034C
RKM1	YOL159C
RKM1	YPT32
RKM1	ZRT1
RKM1	cdc2-7
RKM1	cdc37-ts
RKM1	cdc4-3
RKM1	duo1-2
RKM1	prp4-1
RKM1	sds22-5
RKM1	spc24-1
RKM2	RML2
RKM2	RRM3
RKM2	SEC28
RKM2	SKN7
RKM2	SLX4
RKM2	SOL2
RKM2	SSA3
RKM2	SUV3
RKM2	SYS1
RKM2	TAT1
RKM2	THR4
RKM2	VAM10
RKM2	VMA8
RKM2	XYL2
RKM2	YIR016W
RKM2	YJL206C
RKM2	YKR018C
RKM2	YLR073C
RKM2	cdc20-3
RKM2	cdc42-1
RKM2	dam1-9
RKM2	erg11-td
RKM2	med7-163
RKM2	pol5-2
RKM2	prp16-ts
RKM2	sec39-2
RKM2	smc1-259
RKM2	srb4-2
RKM3	RMD1
RKM3	RNH202
RKM3	RNP1
RKM3	ROM1
RKM3	RPL8A
RKM3	RPN13
RKM3	RPS30A
RKM3	RTS1
RKM3	SAS4
RKM3	SHR3_damp
RKM3	SPO19
RKM3	SSF1
RKM3	STR2
RKM3	TOP1
RKM3	TSA2
RKM3	VPS64
RKM3	YDL133W
RKM3	YGR021W
RKM3	YKL033W-A
RKM3	YKL100C
RKM3	YME2
RKM3	YOL092W
RKM3	YPL264C
RKM3	YPR045C
RKM3	bos1-1
RKM3	cdc3-3
RKM3	cdc37-ts
RKM3	cdc4-2
RKM3	met30-9
RKM3	mtr4-1
RKM3	prp22-1
RKM3	ycs4-1
RKM4	RMD11
RKM4	RPL40B
RKM4	RTG1
RKM4	RTT109
RKM4	RXT3
RKM4	SCO2
RKM4	SLA1
RKM4	SLI1
RKM4	SLX5
RKM4	SLX8
RKM4	SNF4
RKM4	SOL2
RKM4	SPP382_damp
RKM4	SWD1
RKM4	TCO89
RKM4	TOF2
RKM4	TOM7
RKM4	TOM70
RKM4	TPM1
RKM4	UBA3
RKM4	UBI4
RKM4	UBR2
RKM4	UPS1
RKM4	URM1
RKM4	VAC14
RKM4	VMA21
RKM4	VMA8
RKM4	VPH1
RKM4	VPS8
RKM4	VPS9
RKM4	VRP1
RKM4	WHI2
RKM4	YBR141C
RKM4	YDL062W
RKM4	YER119C-A
RKM4	YER128W
RKM4	YER156C
RKM4	YFR054C
RKM4	YGL042C
RKM4	YGR016W
RKM4	YGR266W
RKM4	YHR079C-B
RKM4	YIH1
RKM4	YKL061W
RKM4	YLR065C
RKM4	YLR218C
RKM4	YLR253W
RKM4	YLR413W
RKM4	YMR031W-A
RKM4	YMR315W
RKM4	YNR066C
RKM4	YPL073C
RKM4	YPL080C
RKM4	ZIP2
RKM4	act1-136
RKM4	bos1-1
RKM4	mtw1-ts
RKM4	orc2-2
RKM4	rpt4-150
RKM4	sam35-2
RKM4	taf6-ts
RKM4	tsc11-1
RKM4	yhc1-3
RKR1	RTC3
RKR1	RTS2_damp
RKR1	SGF11
RKR1	SLX9
RKR1	SPP381_damp
RKR1	SYM1
RKR1	TOP1
RKR1	TRP3
RKR1	TSC13_damp
RKR1	VID28
RKR1	XRS2
RKR1	YFH1_damp
RKR1	YIA6
RKR1	YIR016W
RKR1	YJL045W
RKR1	abd1-5
RKR1	apc5-CA
RKR1	cdc3-1
RKR1	cdc48-2
RKR1	gwt1-20
RKR1	mtw1-ts
RKR1	pob3-L78R
RKR1	prp22-1
RKR1	rsc4-2
RKR1	sam35-2
RKR1	sec11-2
RKR1	sec63-1
RKR1	wbp1-1
RKR1	yhc1-3
RLF2	RMD11
RLF2	RML2
RLF2	RPL14A
RLF2	RPO41
RLF2	RPP2B
RLF2	RRD1
RLF2	RRM3
RLF2	RSC2
RLF2	RSF2
RLF2	RTR2
RLF2	RUP1
RLF2	RVS161
RLF2	RVS167
RLF2	SAC7
RLF2	SAF1
RLF2	SAP30
RLF2	SCS2
RLF2	SDH1
RLF2	SDH2
RLF2	SEH1
RLF2	SGF73
RLF2	SGM1
RLF2	SHE9
RLF2	SHM1
RLF2	SIN4
RLF2	SIW14
RLF2	SNF4
RLF2	SPR3
RLF2	SRL2
RLF2	SRP101_damp
RLF2	SRP40
RLF2	SSK1
RLF2	SSM4
RLF2	STB5
RLF2	STD1
RLF2	STE50
RLF2	STP2
RLF2	SUB1
RLF2	SWC7
RLF2	SWF1
RLF2	SWI4
RLF2	SWP82
RLF2	TCB3
RLF2	TGL4
RLF2	THR4
RLF2	TIM11
RLF2	TMA19
RLF2	TMA22
RLF2	TOS2
RLF2	TPK3
RLF2	TSA2
RLF2	TUB3
RLF2	TUL1
RLF2	UBI4
RLF2	UBP1
RLF2	UBX3
RLF2	UGX2
RLF2	ULS1
RLF2	UPS1
RLF2	URC2
RLF2	URE2
RLF2	URK1
RLF2	UTH1
RLF2	VAC17
RLF2	VID24
RLF2	VOA1
RLF2	VPS62
RLF2	VRP1
RLF2	WHI2
RLF2	YBL010C
RLF2	YBL053W
RLF2	YBL055C
RLF2	YBL081W
RLF2	YBL107C
RLF2	YBR071W
RLF2	YCL023C
RLF2	YCL046W
RLF2	YCR076C
RLF2	YDL071C
RLF2	YDL133W
RLF2	YDL162C
RLF2	YDL177C
RLF2	YDR124W
RLF2	YDR209C
RLF2	YDR248C
RLF2	YDR278C
RLF2	YDR370C
RLF2	YDR401W
RLF2	YDR431W
RLF2	YDR535C
RLF2	YER084W
RLF2	YER108C
RLF2	YER121W
RLF2	YFR018C
RLF2	YGL024W
RLF2	YGL114W
RLF2	YGL199C
RLF2	YGR017W
RLF2	YGR021W
RLF2	YGR025W
RLF2	YGR026W
RLF2	YGR071C
RLF2	YGR125W
RLF2	YGR137W
RLF2	YGR164W
RLF2	YGR205W
RLF2	YGR207C
RLF2	YHC3
RLF2	YHL008C
RLF2	YHR127W
RLF2	YHR138C
RLF2	YHR139C-A
RLF2	YIL001W
RLF2	YIL108W
RLF2	YIR043C
RLF2	YJL022W
RLF2	YJL070C
RLF2	YJL132W
RLF2	YJL181W
RLF2	YJL206C-A
RLF2	YJR087W
RLF2	YJR142W
RLF2	YJR149W
RLF2	YKE2
RLF2	YKL031W
RLF2	YKL100C
RLF2	YKR023W
RLF2	YKR075C
RLF2	YKR104W
RLF2	YLR041W
RLF2	YLR283W
RLF2	YLR290C
RLF2	YLR311C
RLF2	YLR352W
RLF2	YLR391W
RLF2	YLR402W
RLF2	YME2
RLF2	YML010C-B
RLF2	YML018C
RLF2	YML090W
RLF2	YMR027W
RLF2	YMR102C
RLF2	YMR210W
RLF2	YMR253C
RLF2	YMR265C
RLF2	YOL037C
RLF2	YOL050C
RLF2	YOR012W
RLF2	YOR029W
RLF2	YOR041C
RLF2	YOR055W
RLF2	YOR131C
RLF2	YTA7
RLF2	YUH1
RLF2	ZRC1
RLF2	ZRT2
RLF2	act1-129
RLF2	act1-136
RLF2	apc5-CA
RLF2	arp9-1
RLF2	cbf2-1
RLF2	cdc20-3
RLF2	cdc37-ts
RLF2	cdc45-27
RLF2	cdc7-4
RLF2	psf1-1
RLF2	sec61-2
RLF2	smc6-9
RLF2	ssl1-T242I
RLF2	taf6-ts
RLF2	taf8-7
RLF2	tys1-1
RLI1_damp	ROM2
RLI1_damp	RPA34
RLI1_damp	RPL11B
RLI1_damp	RPL16A
RLI1_damp	RPL24A
RLI1_damp	RPL38
RLI1_damp	RPP2A
RLI1_damp	RPS0A
RLI1_damp	RPS0B
RLI1_damp	RPS10A
RLI1_damp	RPS10B
RLI1_damp	RPS1A
RLI1_damp	RPS21A
RLI1_damp	RPS29A
RLI1_damp	RPS30B
RLI1_damp	RPS6B
RLI1_damp	RPS7B
RLI1_damp	RTR1
RLI1_damp	RTT10
