Gene1	Gene2
BDH1	FLD1
BDH1	FMP32
BDH1	FRE6
BDH1	FRM2
BDH1	FUM1
BDH1	FUS1
BDH1	FYV12
BDH1	GAS5
BDH1	GBP2
BDH1	GDH2
BDH1	GIC1
BDH1	GIM5
BDH1	GIP2
BDH1	GLG2
BDH1	GPR1
BDH1	GRE3
BDH1	GSH1
BDH1	GSH2
BDH1	GSY1
BDH1	GTT1
BDH1	GYL1
BDH1	GZF3
BDH1	HDA1
BDH1	HFM1
BDH1	HLR1
BDH1	HMS2
BDH1	HOL1
BDH1	HOM6
BDH1	HPF1
BDH1	HSP60_damp
BDH1	HST1
BDH1	HUL4
BDH1	HUT1
BDH1	IBI1
BDH1	IDP1
BDH1	ILV6
BDH1	INO4
BDH1	INP53
BDH1	IOC4
BDH1	IRA2
BDH1	IRC3
BDH1	IRC5
BDH1	ISU2
BDH1	IVY1
BDH1	IZH4
BDH1	JID1
BDH1	JJJ3
BDH1	JLP2
BDH1	JNM1
BDH1	KHA1
BDH1	KSP1
BDH1	LAG2
BDH1	LCB3
BDH1	LEO1
BDH1	MAD3
BDH1	MAK3
BDH1	MAK31
BDH1	MAL12
BDH1	MCM16
BDH1	MDH1
BDH1	MDH3
BDH1	MDJ2
BDH1	MET3
BDH1	MGR1
BDH1	MGR2
BDH1	MMP1
BDH1	MNE1
BDH1	MNI1
BDH1	MNR2
BDH1	MNT2
BDH1	MRN1
BDH1	MSA2
BDH1	MSC6
BDH1	MSO1
BDH1	MSS11
BDH1	NCR1
BDH1	NDE1
BDH1	NDL1
BDH1	NIF3
BDH1	NMA111
BDH1	NOP16
BDH1	NPP1
BDH1	NPT1
BDH1	NRK1
BDH1	NSG2
BDH1	NTE1
BDH1	NUP100
BDH1	NUR1
BDH1	OPI8
BDH1	OXR1
BDH1	PAM1
BDH1	PAT1
BDH1	PAU4
BDH1	PBI2
BDH1	PDE2
BDH1	PET8
BDH1	PEX1
BDH1	PEX19
BDH1	PGM3
BDH1	PKP2
BDH1	PLB2
BDH1	POL4
BDH1	PRK1
BDH1	PRM7
BDH1	PSD2
BDH1	PST1
BDH1	PTC7
BDH1	PUS4
BDH1	PUS5
BDH1	RAD27
BDH1	RAD9
BDH1	REX3
BDH1	RHO2
BDH1	RIP1
BDH1	RML2
BDH1	RNH202
BDH1	RNQ1
BDH1	ROD1
BDH1	ROT2
BDH1	RPL13A
BDH1	RPL17B
BDH1	RPL35B
BDH1	RPL9B
BDH1	RPP2B
BDH1	RPS0B
BDH1	RPS14A
BDH1	RPS25A
BDH1	RPS30A
BDH1	RSC2
BDH1	RVS167
BDH1	SAM2
BDH1	SBH2
BDH1	SCY1
BDH1	SDH1
BDH1	SEC72
BDH1	SET2
BDH1	SLT2
BDH1	SNF11
BDH1	SNG1
BDH1	SPR28
BDH1	SRN2
BDH1	SSA2
BDH1	SSF1
BDH1	SSH1
BDH1	SSK1
BDH1	STE50
BDH1	STF2
BDH1	SUR1
BDH1	SWC5
BDH1	TAD1
BDH1	TCB3
BDH1	TCO89
BDH1	TEP1
BDH1	TGL3
BDH1	TMA10
BDH1	TMA22
BDH1	TPA1
BDH1	TPO1
BDH1	TRM1
BDH1	UBP12
BDH1	UGA1
BDH1	UPS1
BDH1	URA4
BDH1	URA8
BDH1	USA1
BDH1	VAM10
BDH1	VHS1
BDH1	VPS24
BDH1	VPS38
BDH1	VPS41
BDH1	VPS72
BDH1	VPS74
BDH1	VTC1
BDH1	WTM1
BDH1	WWM1
BDH1	YAP5
BDH1	YBR016W
BDH1	YBR224W
BDH1	YBR246W
BDH1	YCL042W
BDH1	YCR025C
BDH1	YCR043C
BDH1	YCR090C
BDH1	YDL038C
BDH1	YDL086W
BDH1	YDL114W
BDH1	YDL177C
BDH1	YDL206W
BDH1	YDR042C
BDH1	YDR179W-A
BDH1	YDR199W
BDH1	YEA6
BDH1	YER067C-A
BDH1	YER181C
BDH1	YFL012W
BDH1	YGK3
BDH1	YGL039W
BDH1	YGL114W
BDH1	YGL117W
BDH1	YGL217C
BDH1	YGR017W
BDH1	YGR050C
BDH1	YGR067C
BDH1	YGR122W
BDH1	YGR130C
BDH1	YGR164W
BDH1	YGR176W
BDH1	YGR226C
BDH1	YHB1
BDH1	YHR009C
BDH1	YHR032W
BDH1	YHR079C-B
BDH1	YIL059C
BDH1	YIL089W
BDH1	YIP3
BDH1	YIR020W-B
BDH1	YIR035C
BDH1	YJL007C
BDH1	YJL017W
BDH1	YJL144W
BDH1	YJR038C
BDH1	YJR098C
BDH1	YJR116W
BDH1	YJR120W
BDH1	YKE2
BDH1	YKL030W
BDH1	YKL077W
BDH1	YKL105C
BDH1	YKR041W
BDH1	YLR111W
BDH1	YLR171W
BDH1	YLR194C
BDH1	YLR269C
BDH1	YLR413W
BDH1	YLR414C
BDH1	YLR456W
BDH1	YME1
BDH1	YML048W-A
BDH1	YML053C
BDH1	YML058C-A
BDH1	YMR075C-A
BDH1	YMR086W
BDH1	YMR103C
BDH1	YMR258C
BDH1	YMR259C
BDH1	YMR315W
BDH1	YNL034W
BDH1	YNL086W
BDH1	YNL146W
BDH1	YNR029C
BDH1	YNR064C
BDH1	YOL029C
BDH1	YOL160W
BDH1	YOL163W
BDH1	YOR008C-A
BDH1	YOR082C
BDH1	YOR225W
BDH1	YOR238W
BDH1	YOR248W
BDH1	YOR356W
BDH1	YPL009C
BDH1	YPL034W
BDH1	YPL185W
BDH1	YPR071W
BDH1	YPR089W
BDH1	YPR097W
BDH1	YPR150W
BDH1	YPT32
BDH1	act1-124
BDH1	act1-125
BDH1	act1-129
BDH1	arc35-5
BDH1	cdc11-5
BDH1	ssc1-2
BDH2	CAF4
BDH2	CEM1
BDH2	CHS6
BDH2	CIK1
BDH2	CTI6
BDH2	CYT1
BDH2	DDC1
BDH2	DOA1
BDH2	ERR1
BDH2	FPS1
BDH2	FRE6
BDH2	FUS2
BDH2	GAS1
BDH2	GIM4
BDH2	GYP1
BDH2	HCM1
BDH2	HSP60_damp
BDH2	HUB1
BDH2	ILM1
BDH2	IPK1
BDH2	LEU3
BDH2	MAD3
BDH2	MDJ2
BDH2	MRPL50
BDH2	MSS1
BDH2	MSS2
BDH2	NAT4
BDH2	NUP2
BDH2	OMS1
BDH2	OPI3
BDH2	OSM1
BDH2	PAP2
BDH2	PBS2
BDH2	PGM2
BDH2	PHO23
BDH2	PMA1_damp
BDH2	PXA2
BDH2	RAD18
BDH2	RGA2
BDH2	RPL13A
BDH2	SGE1
BDH2	SHS1
BDH2	SMI1
BDH2	SPT21
BDH2	STP2
BDH2	SVL3
BDH2	SWP1_damp
BDH2	TIF5_damp
BDH2	ULA1
BDH2	VMA9
BDH2	VTC1
BDH2	YEA6
BDH2	YPR098C
BDH2	act1-112
BDH2	act1-125
BDH2	arc15-10
BDH2	kre5-ts2
BDH2	sec61-2
BDH2	sec63-1
BDH2	sec9-4
BDH2	smc1-2
BDH2	smc3-1
BEM1	BEM2
BEM1	BEM3
BEM1	BIT61
BEM1	BLM10
BEM1	BNI4
BEM1	BOI2
BEM1	BST1
BEM1	BUB1
BEM1	BUB3
BEM1	BUD28
BEM1	BUD7
BEM1	CAJ1
BEM1	CDC73
BEM1	CDH1
BEM1	CGR1
BEM1	CHA4
BEM1	CIK1
BEM1	CIN8
BEM1	CIT3
BEM1	CKI1
BEM1	CLB2
BEM1	COG5
BEM1	COG6
BEM1	COG7
BEM1	COG8
BEM1	COX10
BEM1	COX12
BEM1	COX14
BEM1	COX23
BEM1	COX6
BEM1	CRM1_damp
BEM1	CRZ1
BEM1	CSE2
BEM1	CSI2
BEM1	CST6
BEM1	CTF8
BEM1	CUP9
BEM1	CWC27
BEM1	CYC2
BEM1	CYT1
BEM1	DAL1
BEM1	DBR1
BEM1	DCC1
BEM1	DCR2
BEM1	DEG1
BEM1	DGK1
BEM1	DHR2_damp
BEM1	DID2
BEM1	DMA2
BEM1	DNM1
BEM1	DTD1
BEM1	DYN1
BEM1	DYN2
BEM1	DYN3
BEM1	EAF1
BEM1	EAF7
BEM1	ECM3
BEM1	EGD1
BEM1	EGD2
BEM1	ELO1
BEM1	EMC2
BEM1	EMC6
BEM1	EMI1
BEM1	EMP24
BEM1	EMP46
BEM1	ENT3
BEM1	ENT4
BEM1	EPT1
BEM1	ERG3
BEM1	ERV14
BEM1	ESC2
BEM1	EST3
BEM1	EUG1
BEM1	FAA1
BEM1	FAA2
BEM1	FIS1
BEM1	FLD1
BEM1	FMP25
BEM1	FMP30
BEM1	FPR1
BEM1	FPS1
BEM1	FSF1
BEM1	FYV1
BEM1	FYV10
BEM1	GAC1
BEM1	GAL4
BEM1	GBP2
BEM1	GCD2_damp
BEM1	GCN20
BEM1	GEF1
BEM1	GEM1
BEM1	GGA2
BEM1	GND2
BEM1	GOT1
BEM1	GSG1
BEM1	GSH1
BEM1	GTB1
BEM1	GTT1
BEM1	GUT1
BEM1	GYP6
BEM1	GYP8
BEM1	HAL5
BEM1	HAP2
BEM1	HCS1
BEM1	HDA1
BEM1	HES1
BEM1	HIR2
BEM1	HMO1
BEM1	HMX1
BEM1	HNT2
BEM1	HOM6
BEM1	HOS2
BEM1	HOS4
BEM1	HRD3
BEM1	HRT3
BEM1	HSL1
BEM1	HXK2
BEM1	HXT3
BEM1	ICE2
BEM1	ICS3
BEM1	IDH1
BEM1	IDS2
BEM1	IES1
BEM1	IGO1
BEM1	ILV1
BEM1	IRC18
BEM1	IRC25
BEM1	IRC3
BEM1	IRE1
BEM1	JAC1_damp
BEM1	KEL1
BEM1	KGD2
BEM1	KSP1
BEM1	KTR6
BEM1	LDB18
BEM1	LEA1
BEM1	LIP2
BEM1	LOS1
BEM1	LRG1
BEM1	LRS4
BEM1	MAL11
BEM1	MCM22
BEM1	MCR1
BEM1	MCT1
BEM1	MDV1
BEM1	MED1
BEM1	MEK1
BEM1	MET16
BEM1	MET28
BEM1	MIR1
BEM1	MKK2
BEM1	MKT1
BEM1	MNI1
BEM1	MNN10
BEM1	MNN11
BEM1	MNT2
BEM1	MRS4
BEM1	MSA2
BEM1	MSD1
BEM1	MSH1
BEM1	MSH2
BEM1	MSP1
BEM1	MSS2
BEM1	MTO1
BEM1	MYO3
BEM1	NAP1
BEM1	NBA1
BEM1	NCR1
BEM1	NDJ1
BEM1	NEW1
BEM1	NIS1
BEM1	NIT1
BEM1	NKP2
BEM1	NOP16
BEM1	NRM1
BEM1	NUP42
BEM1	OCA5
BEM1	OCA6
BEM1	OM45
BEM1	OPI7
BEM1	ORM2
BEM1	OTU2
BEM1	OYE2
BEM1	OYE3
BEM1	PAC1
BEM1	PAU10
BEM1	PDC1
BEM1	PDE2
BEM1	PER1
BEM1	PET122
BEM1	PET20
BEM1	PET8
BEM1	PEX18
BEM1	PEX30
BEM1	PFK26
BEM1	PGA3_damp
BEM1	PGC1
BEM1	PHO80
BEM1	PHO90
BEM1	PHO91
BEM1	PIC2
BEM1	PKH3
BEM1	PLB3
BEM1	PMS1
BEM1	POC4
BEM1	POL32
BEM1	POT1
BEM1	PPT2
BEM1	PRK1
BEM1	PRM7
BEM1	PRS5
BEM1	PSD1
BEM1	PSD2
BEM1	PSY1
BEM1	PTC1
BEM1	PTH1
BEM1	PTK2
BEM1	PTP1
BEM1	PTP3
BEM1	PUF6
BEM1	QCR10
BEM1	QCR6
BEM1	QCR8
BEM1	QCR9
BEM1	RAD1
BEM1	RAD18
BEM1	RAD4
BEM1	RAD9
BEM1	RAS2
BEM1	RAX1
BEM1	RAX2
BEM1	RBS1
BEM1	RCN1
BEM1	RCR2
BEM1	RER1
BEM1	REX4
BEM1	RGA1
BEM1	RHR2
BEM1	RIC1
BEM1	RIP1
BEM1	RKM2
BEM1	RLP7_damp
BEM1	RMT2
BEM1	RNH202
BEM1	RPD3
BEM1	RPI1
BEM1	RPL13A
BEM1	RPL21B
BEM1	RPL37B
BEM1	RPL40B
BEM1	RPL41A
BEM1	RPL43A
BEM1	RPL8A
BEM1	RPL8B
BEM1	RPN4
BEM1	RPS19B
BEM1	RPS6A
BEM1	RRP15_damp
BEM1	RRP8
BEM1	RSC2
BEM1	RTC6
BEM1	RUB1
BEM1	RVB1_damp
BEM1	RVB2_damp
BEM1	SAC1
BEM1	SAC7
BEM1	SAP190
BEM1	SBP1
BEM1	SDS3
BEM1	SEC28
BEM1	SEM1
BEM1	SET2
BEM1	SET3
BEM1	SFB2
BEM1	SHE2
BEM1	SHR5
BEM1	SIC1
BEM1	SIN4
BEM1	SIP1
BEM1	SIS2
BEM1	SKN7
BEM1	SLX9
BEM1	SNC2
BEM1	SNF3
BEM1	SNF6
BEM1	SNU66
BEM1	SOH1
BEM1	SOL4
BEM1	SPG1
BEM1	SPO12
BEM1	SPO14
BEM1	SPO19
BEM1	SPO21
BEM1	SPP382_damp
BEM1	SPT3
BEM1	SRB2
BEM1	SRL3
BEM1	SRO7
BEM1	SRP101_damp
BEM1	SRY1
BEM1	SST2
BEM1	STB1
BEM1	SUC2
BEM1	SUL2
BEM1	SUT2
BEM1	SUV3
BEM1	SWR1
BEM1	SYG1
BEM1	SYM1
BEM1	TAH1
BEM1	TDH1
BEM1	TDH3
BEM1	TEP1
BEM1	TGL2
BEM1	TGL5
BEM1	THI6
BEM1	TIM11
BEM1	TIM13
BEM1	TLG2
BEM1	TMA23
BEM1	TOR1
BEM1	TPA1
BEM1	TPK3
BEM1	TRK2
BEM1	TRM82
BEM1	TRP2
BEM1	TRP4
BEM1	TRS31_damp
BEM1	TRS33
BEM1	UBC12
BEM1	UBI4
BEM1	UBP6
BEM1	UBX5
BEM1	ULA1
BEM1	ULS1
BEM1	UPC2
BEM1	UTH1
BEM1	UTP30
BEM1	UTR1
BEM1	VAC14
BEM1	VAM3
BEM1	VAM7
BEM1	VHS1
BEM1	VHS3
BEM1	VMA13
BEM1	VMA8
BEM1	VPS13
BEM1	VPS27
BEM1	VPS38
BEM1	VPS41
BEM1	VPS72
BEM1	VTS1
BEM1	WHI2
BEM1	WHI3
BEM1	WHI5
BEM1	XBP1
BEM1	XPT1
BEM1	XRS2
BEM1	YAF9
BEM1	YCK3
BEM1	YCL002C
BEM1	YCR016W
BEM1	YCR051W
BEM1	YDR049W
BEM1	YDR094W
BEM1	YDR124W
BEM1	YDR149C
BEM1	YDR248C
BEM1	YDR374C
BEM1	YDR467C
BEM1	YDR491C
BEM1	YDR514C
BEM1	YDR532C
BEM1	YER140W
BEM1	YFL015C
BEM1	YFL051C
BEM1	YFT2
BEM1	YHL008C
BEM1	YHR180W
BEM1	YIL058W
BEM1	YIL163C
BEM1	YIR020C
BEM1	YJL064W
BEM1	YJL068C
BEM1	YJL132W
BEM1	YJL144W
BEM1	YJL147C
BEM1	YJL160C
BEM1	YJL206C
BEM1	YJL216C
BEM1	YJR011C
BEM1	YJR038C
BEM1	YJR039W
BEM1	YKL031W
BEM1	YKL063C
BEM1	YKL069W
BEM1	YKL075C
BEM1	YKL131W
BEM1	YKL161C
BEM1	YKR018C
BEM1	YKR047W
BEM1	YKR078W
BEM1	YKR104W
BEM1	YKU70
BEM1	YLL023C
BEM1	YLL054C
BEM1	YLR040C
BEM1	YLR042C
BEM1	YLR064W
BEM1	YLR072W
BEM1	YLR118C
BEM1	YLR169W
BEM1	YLR173W
BEM1	YLR177W
BEM1	YLR184W
BEM1	YLR218C
BEM1	YLR252W
BEM1	YLR278C
BEM1	YLR287C
BEM1	YLR400W
BEM1	YLR402W
BEM1	YMR244W
BEM1	YMR316C-B
BEM1	YNL046W
BEM1	YNL057W
BEM1	YNL095C
BEM1	YNL105W
BEM1	YNR021W
BEM1	YOL037C
BEM1	YOL050C
BEM1	YOL114C
BEM1	YOR022C
BEM1	YOR052C
BEM1	YOR131C
BEM1	YOR283W
BEM1	YPI1_damp
BEM1	YPK9
BEM1	YPL009C
BEM1	YPL039W
BEM1	YPL080C
BEM1	YPL113C
BEM1	YPL261C
BEM1	YPR078C
BEM1	YPR089W
BEM1	YPR090W
BEM1	YPR098C
BEM1	YRA2
BEM1	YSP2
BEM1	YTA7
BEM1	YUR1
BEM1	ZEO1
BEM1	ZRT3
BEM1	arc15-10
BEM1	arc35-5
BEM1	arp2-14
BEM1	cdc10-4
BEM1	cdc37-1
BEM1	cdc4-3
BEM1	cdc48-3
BEM1	cdc7-1
BEM1	cdc8-2
BEM1	cet1-15
BEM1	cog2-1
BEM1	cog3-1
BEM1	erg11-td
BEM1	lcb1-5
BEM1	mcm10-1
BEM1	met30-9
BEM1	mex67-ts5
BEM1	mps1-1
BEM1	mps1-417
BEM1	neo1-2
BEM1	nup57-E17
BEM1	pcf11-2
BEM1	pob3-L78R
BEM1	pse1-41
BEM1	ret2-1
BEM1	rsc4-2
BEM1	rsp5-3
BEM1	sec22-3
BEM1	sec9-4
BEM1	smc6-9
BEM1	stu2-12
BEM1	taf9-ts2
BEM1	tfa2-45
BEM1	tor2-21
BEM1	tsc11-1
BEM1	ycs4-1
BEM2	BMH2
BEM2	BRE1
BEM2	BRE2
BEM2	BSD2
BEM2	BUB3
BEM2	BUD13
BEM2	BUD3
BEM2	BUL2
BEM2	CAC2
BEM2	CAM1
BEM2	CBF1
BEM2	CDC73
BEM2	CGR1
BEM2	CHL4
BEM2	CHO2
BEM2	CKB1
BEM2	CKB2
BEM2	CLB2
BEM2	CLN2
BEM2	CNE1
BEM2	CPR7
BEM2	CSE2
BEM2	CSM3
BEM2	CTF18
BEM2	CTF4
BEM2	CTF8
BEM2	CUP9
BEM2	CWH41
BEM2	DAK1
BEM2	DBP3
BEM2	DBR1
BEM2	DCC1
BEM2	DCW1
BEM2	DIA2
BEM2	DNL4
BEM2	DPB3
BEM2	DPB4
BEM2	DPL1
BEM2	DST1
BEM2	EAF1
BEM2	EAF3
BEM2	EAF6
BEM2	ECM30
BEM2	EGD2
BEM2	ELM1
BEM2	ELP6
BEM2	ENT1
BEM2	ENT4
BEM2	ESL1
BEM2	FAT1
BEM2	FKH1
BEM2	FMS1
BEM2	FRA1
BEM2	GAC1
BEM2	GBP2
BEM2	GCN5
BEM2	GCR2
BEM2	GDS1
BEM2	GET1
BEM2	GIS4
BEM2	GLC7_damp
BEM2	GOT1
BEM2	GSG1
BEM2	GTB1
BEM2	GTO3
BEM2	GTR1
BEM2	HAC1
BEM2	HAL9
BEM2	HDA1
BEM2	HHF1
BEM2	HHT2
BEM2	HMO1
BEM2	HMT1
BEM2	HNT1
BEM2	HOM6
BEM2	HSL1
BEM2	HSP26
BEM2	HTA1
BEM2	HTZ1
BEM2	HXK2
BEM2	IES4
BEM2	IML3
BEM2	INO4
BEM2	IST3
BEM2	ISW1
BEM2	ISW2
BEM2	IWR1
BEM2	KAP122
BEM2	KEL1
BEM2	KEM1
BEM2	KES1
BEM2	LAG2
BEM2	LDB18
BEM2	LEA1
BEM2	LEO1
BEM2	LIP5
BEM2	LSM1
BEM2	LST4
BEM2	MAL12
BEM2	MCM16
BEM2	MDH1
BEM2	MDJ2
BEM2	MEH1
BEM2	MEK1
BEM2	MET28
BEM2	MHP1
BEM2	MIH1
BEM2	MIR1
BEM2	MKT1
BEM2	MMM1
BEM2	MMS22
BEM2	MNN10
BEM2	MRC1
BEM2	MSC1
BEM2	MSG5
BEM2	MTC5
BEM2	MTH1
BEM2	MUD2
BEM2	NAM7
BEM2	NMD2
BEM2	NQM1
BEM2	NRM1
BEM2	NUP188
BEM2	OCA4
BEM2	OCA5
BEM2	OCA6
BEM2	ORM2
BEM2	PAT1
BEM2	PEP12
BEM2	PEX15
BEM2	PEX19
BEM2	PEX32
BEM2	PGU1
BEM2	PHM7
BEM2	PHO2
BEM2	PHO80
BEM2	PIL1
BEM2	PMT6
BEM2	POX1
BEM2	PPE1
BEM2	PRR1
BEM2	PRS5
BEM2	PSD1
BEM2	PSH1
BEM2	PSR1
BEM2	PTK1
BEM2	PUF2
BEM2	PUS4
BEM2	PXA1
BEM2	QCR6
BEM2	RAD54
BEM2	RBL2
BEM2	RER1
BEM2	RGM1
BEM2	RIM1
BEM2	RIM8
BEM2	RIT1
BEM2	RLF2
BEM2	RLP7_damp
BEM2	RMP1_damp
BEM2	RPD3
BEM2	RPL29
BEM2	RPL31B
BEM2	RPL35A
BEM2	RPL40B
BEM2	RPL7B
BEM2	RPL8B
BEM2	RPP1A
BEM2	RPS0B
BEM2	RPS1B
BEM2	RPS8A
BEM2	RRD2
BEM2	RRI1
BEM2	RRM3
BEM2	RSC2
BEM2	RTC2
BEM2	RTT103
BEM2	RUB1
BEM2	SAC7
BEM2	SAS2
BEM2	SBP1
BEM2	SCJ1
BEM2	SCS7
BEM2	SDS3
BEM2	SED1
BEM2	SEH1
BEM2	SET2
BEM2	SGF29
BEM2	SGF73
BEM2	SHE3
BEM2	SIS2
BEM2	SIW14
BEM2	SKG3
BEM2	SKI3
BEM2	SKS1
BEM2	SML1
BEM2	SNX3
BEM2	SOK2
BEM2	SPE1
BEM2	SPE2
BEM2	SPT21
BEM2	SRL3
BEM2	SSO2
BEM2	SST2
BEM2	STB1
BEM2	STM1
BEM2	SUL2
BEM2	SWC3
BEM2	SWC5
BEM2	SWF1
BEM2	SWR1
BEM2	SYS1
BEM2	TCO89
BEM2	TGS1
BEM2	THI21
BEM2	THR4
BEM2	TIR3
BEM2	TMA108
BEM2	TOF1
BEM2	TOP1
BEM2	TPK3
BEM2	TPS1
BEM2	TPS2
BEM2	TRM44
BEM2	UBC12
BEM2	UBC13
BEM2	UBI4
BEM2	UBP15
BEM2	UBR2
BEM2	UBX4
BEM2	ULA1
BEM2	UPF3
BEM2	VAM10
BEM2	VAM6
BEM2	VBA2
BEM2	VID24
BEM2	VPH1
BEM2	VPS13
BEM2	VPS29
BEM2	VPS5
BEM2	VPS68
BEM2	VPS71
BEM2	VPS9
BEM2	VTS1
BEM2	WHI5
BEM2	YAR1
BEM2	YBL104C
BEM2	YBP2
BEM2	YBR032W
BEM2	YBR134W
BEM2	YBR226C
BEM2	YCL002C
BEM2	YCL013W
BEM2	YCL060C
BEM2	YCL062W
BEM2	YCR016W
BEM2	YDL162C
BEM2	YDR149C
BEM2	YDR210W
BEM2	YET1
BEM2	YGL042C
BEM2	YGL081W
BEM2	YGR018C
BEM2	YGR125W
BEM2	YGR283C
BEM2	YJL169W
BEM2	YJL206C
BEM2	YJR098C
BEM2	YKE2
BEM2	YKL033W-A
BEM2	YKL069W
BEM2	YKR018C
BEM2	YKR104W
BEM2	YLL020C
BEM2	YLR118C
BEM2	YLR184W
BEM2	YLR217W
BEM2	YLR269C
BEM2	YLR287C
BEM2	YME2
BEM2	YML096W
BEM2	YML119W
BEM2	YMR031W-A
BEM2	YMR075C-A
BEM2	YMR144W
BEM2	YMR310C
BEM2	YNL109W
BEM2	YOL035C
BEM2	YOL106W
BEM2	YOL131W
BEM2	YOR097C
BEM2	YOR300W
BEM2	YPL109C
BEM2	YPL261C
BEM2	YRA2
BEM2	YSR3
BEM2	ZDS1
BEM2	ZDS2
BEM2	cdc1-2
BEM2	cdc10-4
BEM2	cdc2-7
BEM2	cdc28-13
BEM2	cdc37-1
BEM2	cdc37-ts
BEM2	cdc4-2
BEM2	cdc4-3
BEM2	cdc43-2
BEM2	cdc48-3
BEM2	cdc8-2
BEM2	dcp2-7
BEM2	erg8-1
BEM2	met30-9
BEM2	mps1-417
BEM2	neo1-2
BEM2	nip7-1
BEM2	pam18-1
BEM2	pkc1-4
BEM2	pol12-ts
BEM2	pri2-1
BEM2	prp16-ts
BEM2	prp21-ts
BEM2	prp31-1
BEM2	ret2-1
BEM2	rfc5-1
BEM2	rsc4-2
BEM2	sda1-2
BEM2	sec17-1
BEM2	sec18-1
BEM2	sec22-3
BEM2	smc1-259
BEM2	smc3-42
BEM2	stu1-5
BEM2	taf6-ts
BEM2	tap42-11
BEM2	tfc1-E447K
BEM2	use1-ts
BEM2	uso1-1
BEM2	ycs4-1
BEM3	BMH1
BEM3	BUD32
BEM3	CAJ1
BEM3	CKB2
BEM3	COG5
BEM3	COM2
BEM3	CSE2
BEM3	CUP5
BEM3	DAL1
BEM3	DOA1
BEM3	EAF6
BEM3	ECM15
BEM3	EGD2
BEM3	ELA1
BEM3	ELP2
BEM3	ENO1
BEM3	FMP43
BEM3	FRE7
BEM3	GAL10
BEM3	GAS5
BEM3	GET1
BEM3	GYP6
BEM3	HOM6
BEM3	IRS4
BEM3	ISR1
BEM3	LDB18
BEM3	LRC3
BEM3	MAD2
BEM3	MHP1
BEM3	MSH2
BEM3	NAS6
BEM3	NHP10
BEM3	NRG1
BEM3	NUM1
BEM3	OCA2
BEM3	OPI3
BEM3	OPY2
BEM3	PAC11
BEM3	PAP2
BEM3	PAT1
BEM3	PDC1
BEM3	PEF1
BEM3	PEX18
BEM3	PFS1
BEM3	PKH3
BEM3	QCR6
BEM3	RAP1_damp
BEM3	RHR2
BEM3	RIM11
BEM3	RNH202
BEM3	RPD3
BEM3	RPL22A
BEM3	RPL23A
BEM3	RPL4A
BEM3	RPS0B
BEM3	RPS27B
BEM3	RPS28A
BEM3	RPS6B
BEM3	RRT1
BEM3	SAY1
BEM3	SEH1
BEM3	SHE9
BEM3	SIW14
BEM3	SMA2
BEM3	SNF4
BEM3	SPT23
BEM3	SRP101_damp
BEM3	SSD1
BEM3	SSF1
BEM3	SSY1_damp
BEM3	SUR2
BEM3	TAH1
BEM3	TIF2
BEM3	TMA20
BEM3	TMA22
BEM3	TOR1
BEM3	UBC8
BEM3	UBP5
BEM3	UBP6
BEM3	VAM3
BEM3	VBA3
BEM3	VID22
BEM3	YBL029W
BEM3	YBL065W
BEM3	YBR139W
BEM3	YDR149C
BEM3	YGL177W
BEM3	YGL199C
BEM3	YGR026W
BEM3	YGR125W
BEM3	YGR269W
BEM3	YJR116W
BEM3	YLR346C
BEM3	YLR422W
BEM3	YND1
BEM3	YOL159C
BEM3	YOS9
BEM3	YPR091C
BEM3	YPT7
BEM3	abd1-5
BEM3	cbf2-1
BEM3	cdc24-11
BEM3	cdc8-2
BEM3	cog3-1
BEM3	mtr4-1
BEM3	orc2-4
BEM3	prp6-1
BEM3	tsc11-1
BEM4	BIM1
BEM4	BOR1
BEM4	BRE1
BEM4	BRE5
BEM4	CCR4_damp
BEM4	CDC73
BEM4	CIN8
BEM4	COG7
BEM4	COG8
BEM4	CTH1
BEM4	DOA1
BEM4	DOG2
BEM4	DYN3
BEM4	EMG1_damp
BEM4	EMI2
BEM4	ERF2
BEM4	ERV41
BEM4	EST1
BEM4	FAR3
BEM4	FUS2
BEM4	FYV7
BEM4	GAL3
BEM4	GCS1
BEM4	GET2
BEM4	GIM4
BEM4	GIM4_damp
BEM4	GIM5
BEM4	GLC3
BEM4	GPR1
BEM4	GPT2
BEM4	GYP8
BEM4	HCH1
BEM4	HCM1
BEM4	HOG1
BEM4	HOS2
BEM4	HXT1
BEM4	HXT15
BEM4	ICE2
BEM4	IDH1
BEM4	IES2
BEM4	IMD4
BEM4	INH1
BEM4	INO4
BEM4	IRC20
BEM4	IST3
BEM4	ITR1
BEM4	KRS1_damp
BEM4	LRS4
BEM4	LSC2
BEM4	LSM1
BEM4	MCR1
BEM4	MDJ2
BEM4	MDL1
BEM4	MET16
BEM4	MFB1
BEM4	MGR1
BEM4	MLP2
BEM4	MMF1_damp
BEM4	MND1
BEM4	MPP10_damp
BEM4	MRH1
BEM4	MSC1
BEM4	MSH2
BEM4	MTH1
BEM4	MUD1
BEM4	MUQ1
BEM4	NCE101
BEM4	NDJ1
BEM4	NFU1
BEM4	NOP16
BEM4	NRG2
BEM4	NUP100
BEM4	NUP133
BEM4	NUP188
BEM4	NUP60
BEM4	OPI3
BEM4	PAU12
BEM4	PEX31
BEM4	PGA3_damp
BEM4	PGK1_damp
BEM4	PHB1
BEM4	PHO13
BEM4	PRE9
